RepRapFirmware height map file v2 generated at 2025-12-17 11:29, min error -0.307, max error 0.545, mean 0.075, deviation 0.201
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,-52.00,62.00,-81.00,81.00,-1.00,19.00,27.00,7,7
      0,  0.275,  0.265,  0.237,  0.260,  0.443,      0
 -0.155, -0.010,  0.073,  0.108,  0.148,  0.338,  0.545
 -0.197, -0.080,  0.015,  0.088,  0.105,  0.173,  0.278
 -0.257, -0.120, -0.035,  0.013,  0.020,  0.073,  0.105
 -0.307, -0.205, -0.125, -0.083,  0.003,  0.100,  0.220
 -0.175, -0.177, -0.162, -0.065,  0.070,  0.255,  0.440
      0, -0.025,  0.040,  0.132,  0.280,  0.435,      0
