Sample,X,Y,Z
490,-1.0698,-0.1946,-0.0127
491,-1.0950,-0.1196,-0.0554
492,-1.0366,0.0522,-0.0295
493,-0.9214,0.1047,-0.0779
494,-0.9204,0.0647,-0.0803
495,-0.9282,0.1165,-0.0366
496,-1.0112,0.2100,-0.0659
497,-1.0686,0.2480,-0.0361
498,-1.0520,0.3137,-0.0237
499,-0.9709,0.2917,-0.0835
500,-0.9438,0.0771,-0.0320
501,-0.9758,-0.1096,0.0308
502,-0.9836,-0.2017,-0.0293
503,-1.0647,-0.2100,-0.0186
504,-1.0776,-0.1055,0.0093
505,-0.9810,0.0588,-0.0776
506,-0.9399,0.0471,-0.0632
507,-0.9351,-0.0042,0.0156
508,-0.9487,0.0466,-0.0293
509,-1.0024,0.0281,0.0037
510,-1.0862,-0.0020,0.0510
511,-1.0227,0.0637,0.0056
512,-0.9309,0.0176,-0.0151
513,-0.9712,-0.1650,0.0879
514,-0.9729,-0.2485,0.0654
515,-0.9602,-0.2283,0.0122
516,-1.0618,-0.1992,0.0525
517,-1.1067,-0.0627,0.0247
518,-1.0071,0.1216,-0.0457
519,-0.9534,0.1257,-0.0049
520,-0.9585,0.0420,0.0188
521,-0.9470,0.0559,-0.0305
522,-1.0229,0.0779,-0.0164
523,-1.0952,0.1050,-0.0051
524,-1.0452,0.2078,-0.0557
525,-0.9585,0.1799,-0.0813
526,-0.9377,-0.0022,-0.0137
527,-0.9153,-0.0840,-0.0454
528,-0.9573,-0.0659,-0.0818
529,-1.1145,-0.0354,-0.0178
530,-1.1018,0.1135,-0.0481
531,-0.9839,0.2339,-0.1055
532,-0.9692,0.1206,-0.0486
533,-0.9429,0.0000,-0.0332
534,-0.9153,0.0518,-0.0344
535,-0.9956,0.0903,0.0042
536,-1.0581,0.0884,-0.0093
537,-0.9963,0.1477,-0.0417
538,-0.9175,0.0864,-0.0415
539,-0.9058,-0.1030,0.0022
540,-0.9868,-0.1826,0.0605
541,-0.9849,-0.1711,0.0613
542,-1.0679,-0.1299,0.0078
543,-1.0796,0.0166,0.0110
544,-1.0464,0.1331,0.0454
545,-1.0132,0.0325,0.0225
546,-0.9368,-0.0454,0.0452
547,-0.9114,-0.0161,0.0361
548,-0.9885,-0.0337,0.0049
549,-1.0703,-0.0073,0.0061
550,-1.0366,0.1230,-0.0183
551,-0.9973,0.1101,-0.0432
552,-0.9792,-0.0430,-0.0059
553,-0.9348,-0.1587,-0.0056
554,-0.9565,-0.1904,-0.0623
555,-1.0471,-0.1143,-0.0574
556,-1.1252,0.0562,-0.0347
557,-1.0728,0.1150,-0.0544
558,-0.9797,-0.0083,-0.0769
559,-0.9585,-0.0679,-0.0435
560,-0.9543,0.0588,-0.0283
561,-0.9553,0.1755,-0.0698
562,-1.0354,0.2585,-0.0486
563,-1.0471,0.3057,-0.0078
564,-1.0103,0.1792,-0.0403
565,-0.9849,-0.0056,-0.0051
566,-0.9739,-0.1113,0.0461
567,-0.9778,-0.1260,-0.0061
568,-1.0347,-0.0991,-0.0249
569,-1.0542,0.0093,-0.0098
