Sample,X,Y,Z
253,-1.0100,0.0994,0.0608
254,-0.9390,0.1028,-0.0391
255,-0.9065,0.2305,-0.1174
256,-0.9595,0.2715,0.0266
257,-1.0364,0.1160,0.0713
258,-0.9683,-0.0242,-0.1021
259,-0.9397,0.0425,-0.1062
260,-1.0247,0.1519,0.0618
261,-1.0513,0.1626,0.0308
262,-0.9856,0.2073,-0.1045
263,-0.9810,0.2573,-0.0305
264,-1.0698,0.1672,0.1045
265,-1.0503,0.0520,0.0173
266,-0.9670,0.0107,-0.0735
267,-1.0188,-0.0149,0.0508
268,-1.0637,-0.0476,0.0806
269,-0.9485,0.0188,-0.0593
270,-0.9065,0.1143,-0.0347
271,-0.9917,0.0842,0.0552
272,-1.0005,0.0398,0.0098
273,-0.9387,0.1165,-0.0676
274,-0.9810,0.2200,-0.0088
275,-1.0317,0.2461,0.0303
276,-1.0022,0.2874,-0.0398
277,-0.9751,0.2222,-0.0601
278,-1.0090,0.0156,-0.0098
279,-1.0317,-0.0452,-0.0264
280,-0.9602,0.0427,-0.0730
281,-1.0005,0.0298,0.0085
282,-0.9976,0.0088,-0.0276
283,-0.9348,0.1113,-0.0984
284,-0.9514,0.1697,0.0308
285,-1.0142,0.1050,0.0974
286,-0.9441,0.0059,-0.0920
287,-0.9487,-0.0747,-0.0659
288,-1.0786,-0.1067,0.0813
289,-1.0198,-0.0073,-0.0405
290,-0.9788,0.0522,-0.0398
291,-1.0266,-0.0344,0.1052
292,-1.0229,-0.0630,-0.0322
293,-0.9497,0.0146,-0.0688
294,-1.0159,0.0964,0.1152
295,-1.0063,0.1470,0.0125
296,-0.9614,0.1604,-0.1030
297,-0.9995,0.0535,0.0828
298,-1.0305,-0.0964,0.0073
299,-0.9438,-0.1409,-0.1294
300,-0.9905,-0.1147,0.0186
301,-1.0500,-0.0667,0.0344
302,-1.0032,0.0349,-0.1167
303,-1.0071,0.0649,-0.0029
304,-1.0178,0.0305,0.0444
305,-1.0098,0.0142,-0.1243
306,-1.0449,0.0620,-0.0066
307,-1.0698,0.0618,0.0823
308,-0.9985,0.0859,-0.1309
309,-0.9661,0.0947,-0.1023
310,-1.0386,-0.0039,0.0798
311,-0.9885,-0.1638,-0.0652
