Sample,X,Y,Z
483,-0.9858,0.0291,-0.0151
484,-1.0190,0.0061,-0.0007
485,-1.0024,-0.0010,-0.0542
486,-0.9963,0.0193,-0.0288
487,-1.0110,0.0349,0.0061
488,-0.9878,0.0188,-0.0278
489,-0.9868,0.0005,-0.0066
490,-1.0337,0.0068,0.0359
491,-1.0342,0.0129,-0.0017
492,-1.0007,0.0198,-0.0166
493,-0.9888,0.0093,0.0029
494,-0.9507,0.0110,-0.0293
495,-0.9507,0.0269,-0.0417
496,-0.9888,0.0393,0.0105
497,-1.0149,0.0205,-0.0024
498,-1.0007,0.0078,-0.0393
499,-0.9849,0.0225,-0.0071
500,-0.9810,0.0195,-0.0110
501,-0.9780,0.0166,-0.0286
502,-1.0115,0.0254,0.0095
503,-1.0374,0.0256,0.0217
504,-1.0337,0.0190,-0.0242
505,-1.0181,0.0093,-0.0303
506,-0.9954,0.0125,-0.0063
507,-0.9661,0.0188,-0.0449
508,-0.9507,0.0220,-0.0576
509,-1.0022,0.0242,0.0002
510,-1.0227,0.0054,0.0042
511,-0.9995,-0.0049,-0.0437
512,-0.9885,0.0100,-0.0205
513,-0.9985,0.0237,0.0088
514,-0.9937,0.0178,-0.0122
515,-1.0034,0.0020,0.0127
516,-1.0239,-0.0015,0.0298
517,-1.0171,0.0012,-0.0134
518,-1.0142,0.0032,0.0024
519,-0.9800,0.0215,0.0144
520,-0.9465,0.0420,-0.0559
521,-0.9709,0.0298,-0.0261
522,-1.0249,0.0088,0.0327
523,-1.0042,-0.0112,-0.0356
524,-0.9819,-0.0098,-0.0610
525,-1.0042,0.0229,0.0159
526,-0.9875,0.0513,-0.0247
527,-0.9827,0.0396,-0.0452
528,-1.0386,0.0046,0.0415
529,-1.0483,-0.0115,0.0198
530,-1.0022,-0.0007,-0.0520
531,-1.0034,0.0422,0.0002
532,-0.9983,0.0549,0.0168
533,-0.9614,0.0200,-0.0652
534,-0.9709,-0.0049,-0.0425
535,-1.0071,0.0212,0.0164
536,-1.0022,0.0247,-0.0254
537,-0.9797,0.0129,-0.0293
538,-0.9795,0.0068,0.0125
539,-0.9771,0.0215,-0.0273
540,-0.9878,0.0354,-0.0183
541,-1.0151,0.0361,0.0496
542,-1.0168,-0.0017,0.0100
543,-1.0063,-0.0237,-0.0261
544,-1.0142,0.0164,0.0178
545,-0.9888,0.0483,-0.0098
546,-0.9521,0.0217,-0.0635
547,-0.9941,-0.0056,0.0034
548,-1.0151,-0.0017,0.0027
549,-0.9990,-0.0010,-0.0547
550,-0.9983,0.0112,-0.0068
551,-0.9961,0.0232,-0.0051
552,-0.9851,0.0146,-0.0540
553,-1.0073,0.0178,0.0168
554,-1.0168,0.0288,0.0437
555,-1.0129,0.0020,-0.0354
556,-1.0286,-0.0271,-0.0093
557,-1.0127,-0.0010,0.0149
558,-0.9534,0.0471,-0.0593
559,-0.9534,0.0466,-0.0308
560,-1.0032,0.0037,0.0190
561,-1.0073,-0.0195,-0.0283
562,-1.0005,0.0173,-0.0234
563,-1.0061,0.0574,-0.0098
564,-0.9888,0.0403,-0.0203
565,-0.9888,0.0049,-0.0017
566,-0.9963,-0.0081,0.0017
567,-1.0024,0.0117,0.0017
568,-1.0303,0.0227,0.0181
569,-1.0110,0.0066,-0.0112
570,-0.9839,0.0115,-0.0291
571,-0.9714,0.0254,-0.0110
572,-0.9641,0.0254,-0.0442
573,-0.9827,0.0156,-0.0146
574,-1.0208,0.0234,0.0168
575,-0.9858,0.0186,-0.0439
576,-0.9800,0.0117,-0.0459
577,-1.0173,0.0137,0.0310
578,-0.9927,0.0122,-0.0085
579,-0.9758,0.0176,-0.0374
580,-1.0286,0.0256,0.0459
581,-1.0325,0.0193,0.0181
582,-0.9917,0.0020,-0.0581
583,-0.9895,0.0078,0.0051
584,-0.9771,0.0288,0.0034
585,-0.9419,0.0266,-0.0769
586,-0.9927,0.0122,0.0034
587,-1.0249,-0.0068,0.0293
588,-0.9897,-0.0132,-0.0813
589,-0.9846,0.0039,-0.0193
590,-1.0110,0.0322,0.0271
591,-0.9817,0.0305,-0.0562
592,-1.0012,0.0198,-0.0051
593,-1.0562,0.0144,0.0615
594,-1.0161,0.0137,-0.0508
595,-1.0083,0.0173,-0.0317
596,-1.0139,0.0254,0.0439
597,-0.9585,0.0220,-0.0679
598,-0.9497,0.0100,-0.0667
599,-1.0188,0.0110,0.0439
600,-1.0122,-0.0125,-0.0352
601,-0.9729,-0.0166,-0.0652
602,-1.0093,0.0273,0.0344
603,-0.9956,0.0530,-0.0132
604,-0.9771,0.0359,-0.0347
605,-1.0112,0.0178,0.0540
606,-1.0100,0.0115,0.0032
607,-1.0012,-0.0146,-0.0344
608,-1.0168,-0.0144,0.0215
609,-0.9807,0.0017,-0.0327
610,-0.9495,0.0190,-0.0659
611,-0.9817,0.0408,-0.0083
612,-1.0015,0.0254,-0.0164
613,-0.9924,0.0139,-0.0410
614,-1.0034,0.0117,-0.0242
615,-1.0012,0.0146,-0.0173
616,-1.0024,0.0168,-0.0293
617,-1.0081,0.0222,-0.0095
618,-0.9995,0.0300,0.0095
619,-1.0278,0.0244,0.0093
620,-1.0354,-0.0132,-0.0063
621,-1.0061,-0.0220,-0.0234
622,-0.9790,0.0178,-0.0264
623,-0.9644,0.0503,-0.0332
624,-0.9692,0.0403,-0.0247
625,-0.9990,0.0134,-0.0022
626,-1.0032,0.0039,-0.0154
627,-0.9946,0.0271,-0.0305
628,-0.9824,0.0264,-0.0110
629,-0.9875,-0.0120,-0.0134
630,-0.9856,-0.0137,-0.0098
631,-1.0073,0.0298,0.0159
632,-1.0354,0.0471,0.0076
633,-1.0298,0.0166,-0.0232
634,-1.0005,-0.0051,-0.0186
635,-0.9783,0.0066,-0.0361
636,-0.9663,0.0210,-0.0508
637,-0.9858,0.0273,-0.0203
638,-1.0073,0.0278,-0.0110
639,-1.0071,0.0171,-0.0359
640,-0.9915,0.0046,-0.0393
641,-0.9985,-0.0029,-0.0095
642,-1.0034,-0.0056,-0.0010
643,-0.9934,0.0098,-0.0110
644,-1.0139,0.0242,0.0186
645,-1.0452,0.0276,0.0244
646,-1.0198,0.0229,-0.0198
647,-0.9885,0.0195,-0.0156
648,-0.9868,0.0034,0.0176
649,-0.9526,-0.0054,-0.0403
650,-0.9583,0.0066,-0.0479
651,-1.0149,0.0225,0.0320
652,-1.0071,0.0188,-0.0186
653,-0.9595,0.0203,-0.0681
654,-0.9895,0.0195,0.0112
655,-1.0112,0.0188,0.0010
656,-0.9924,0.0232,-0.0300
657,-1.0181,0.0312,0.0256
658,-1.0374,0.0127,0.0037
659,-0.9963,0.0093,-0.0486
660,-0.9827,0.0334,-0.0078
661,-0.9819,0.0308,-0.0120
662,-0.9663,-0.0012,-0.0659
663,-0.9934,-0.0125,-0.0203
664,-1.0159,0.0046,0.0020
665,-0.9897,0.0317,-0.0522
666,-0.9915,0.0398,-0.0105
667,-1.0073,0.0234,0.0210
668,-0.9937,-0.0042,-0.0374
669,-1.0037,-0.0078,0.0127
670,-1.0308,0.0134,0.0566
671,-1.0168,0.0054,-0.0239
672,-0.9973,0.0027,-0.0183
673,-0.9912,0.0229,0.0168
674,-0.9604,0.0283,-0.0415
675,-0.9622,0.0132,-0.0415
676,-1.0024,0.0063,0.0247
677,-0.9973,0.0032,-0.0110
678,-0.9924,0.0085,-0.0496
679,-1.0081,0.0281,-0.0125
680,-0.9963,0.0374,-0.0183
681,-0.9868,0.0266,-0.0234
682,-1.0024,0.0137,0.0039
683,-1.0217,0.0010,0.0159
684,-1.0325,-0.0127,-0.0159
685,-1.0032,0.0154,-0.0232
686,-0.9709,0.0520,-0.0264
687,-0.9731,0.0447,-0.0378
688,-0.9849,0.0007,-0.0273
689,-0.9976,-0.0146,0.0027
690,-1.0129,0.0056,-0.0081
691,-0.9934,0.0183,-0.0374
692,-0.9910,0.0332,-0.0125
693,-0.9846,0.0415,0.0088
694,-0.9729,0.0308,-0.0190
695,-0.9983,0.0195,0.0215
696,-1.0334,0.0022,0.0381
697,-1.0142,-0.0227,-0.0249
698,-0.9829,-0.0061,-0.0212
699,-0.9780,0.0322,0.0007
700,-0.9631,0.0378,-0.0491
701,-0.9827,0.0291,-0.0281
702,-1.0103,0.0208,0.0205
703,-1.0044,0.0166,-0.0298
704,-0.9944,-0.0015,-0.0527
705,-1.0110,-0.0049,0.0054
706,-1.0015,0.0151,-0.0117
707,-0.9897,0.0408,-0.0352
708,-1.0120,0.0266,0.0308
709,-1.0190,-0.0046,0.0146
710,-1.0042,0.0000,-0.0393
711,-0.9993,0.0374,0.0139
712,-0.9924,0.0352,0.0120
713,-0.9741,-0.0200,-0.0596
714,-0.9810,-0.0251,-0.0110
715,-0.9993,0.0232,0.0220
716,-0.9878,0.0522,-0.0415
717,-0.9895,0.0222,-0.0161
718,-0.9937,-0.0027,0.0154
719,-0.9829,0.0081,-0.0381
720,-1.0002,0.0300,-0.0068
721,-1.0334,0.0190,0.0508
722,-1.0237,0.0002,-0.0129
723,-1.0022,-0.0017,-0.0457
724,-1.0002,0.0208,0.0066
725,-0.9790,0.0510,-0.0195
726,-0.9700,0.0393,-0.0598
727,-1.0139,-0.0007,0.0054
728,-1.0171,-0.0056,0.0039
729,-0.9927,0.0088,-0.0581
730,-0.9993,0.0239,-0.0176
731,-1.0063,0.0312,0.0200
732,-0.9778,0.0215,-0.0269
733,-0.9692,0.0090,-0.0210
734,-1.0142,0.0149,0.0481
735,-1.0325,0.0110,0.0256
736,-1.0051,-0.0022,-0.0232
